Test Case,Question,Expected Answer,Bot Response,BLEU Score,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1
830,What is the City Bank’s policy on Islamic Banking?,"City Bank offers Islamic Banking services under the name “City Manarah,” which complies with Shariah principles.","According to the provided context, City Bank introduces ""City Manarah - Islamic Banking"", which offers a wide variety of deposit and investment products that are Shariah-compliant. The specific services included in City Manarah are:

* Manarah Current Account
* Manarah Savings Account
* Manarah Term Deposit Receipt
* Manarah Hajj Deposit Scheme
* Manarah Deposite Rate

Schedule of Charges for Islamic Banking is also mentioned as part of City Manarah.

Therefore, the answer to your question is that City Bank's policy on Islamic Banking involves offering a range of Shariah-compliant financial products and services through ""City Manarah"".",3.04E-155,0.197530861,0.038461536,0.148148145
831,What is the process for applying for a loan at City Bank?,"The customer must submit an application, provide necessary documents, and undergo collateral inspection. The proposal is then sent to the Head Office for approval.","The question cannot be answered based on the provided context as there is no information about the process for applying for a loan at City Bank. The context only provides information about other topics such as cheque books, card services, remittance, and SWOT analysis of CBL.",1.09E-231,0.161290318,0,0.161290318
832,What is the role of the Customer Service department at City Bank?,"The Customer Service department handles account opening, card delivery, PIN issuance, and customer inquiries.","The question cannot be answered based solely on the provided context. The text does not explicitly state the role of the Customer Service department at City Bank.

However, based on the page content that mentions ""Customer service the process of ensuring customer satisfaction with a product or service,"" it can be inferred that the Customer Service department's primary role is to ensure customer satisfaction and provide support to customers.

If you need more information, you may want to contact City Bank's helpline number: 16234.",8.27E-79,0.153846151,0.043478258,0.128205125
833,What is the purpose of the City Bank’s CRP model?,"The CRP model focuses on ensuring customer satisfaction by setting benchmarks for employee behavior, accuracy, and service quality.","I don't have enough information to determine the purpose of the City Bank's CRP (Customer Relationship Profiling) model. The provided context seems to be related to a report about customer expectations, perception, and internal marketing aspects of the City Bank Limited, but it does not explicitly mention the CRP model.

To find out more about the CRP model, I would suggest contacting the bank's helpline number: 16234.",9.01E-232,0.140845067,0.024999997,0.140845067
834,What is the City Bank’s strategy for foreign remittance?,"City Bank has a strong remittance network with exchange companies and offers fast, secure money transfer services.","The provided context doesn't explicitly mention the City Bank's strategy for foreign remittance. However, it does mention that the City Bank Limited has a Foreign Remittance unit that meets growing customer needs for fast, secure & easy money transfers to an extensive range of destinations.

If you're looking for more detailed information on their strategy, I would recommend contacting the bank's helpline number: 16234.",4.01E-155,0.216216213,0.076923074,0.216216213
835,What is the City Bank’s policy on account nomination?,The account holder can nominate a person who will have the right to manage the account in case of the holder’s death.,"I don't have any information about City Bank's policy on account nomination. The provided context only discusses various banking services and processes, but does not mention account nomination. If you're looking for this specific information, I recommend contacting City Bank directly using their helpline number: 16234.",9.89E-232,0.098360651,0,0.098360651
836,What is the City Bank’s approach to corporate banking?,City Bank focuses on building long-term relationships with corporate clients by offering customized financial solutions.,"According to the provided context, it seems that City Bank has a unique business focus on enabling project financing, trade, investment and supply chain financing for clients. Their aim is to be a one-stop gateway for corporate and financial institutions looking to extend their business. However, I couldn't find any more specific information about their approach to corporate banking.

If you're looking for more detailed information, I would recommend contacting City Bank's helpline number: 16234.",2.58E-155,0.157894734,0.02272727,0.157894734
837,What is the City Bank’s policy on cheque book issuance?,"Cheque books are issued to account holders upon request, and the bank charges a fee for processing.","The context does not explicitly state City Bank's policy on cheque book issuance. However, it does mention that customers are required to write down their name and other information on the face of the cheque book and on every leaf of the check book, as well as on a Requisition slip.",1.02E-231,0.175438592,0,0.175438592
838,What is the City Bank’s policy on account dormancy?,"An account becomes dormant if it remains inactive for 3 months, and the holder must reactivate it to perform transactions.","According to the provided context, City Bank considers an account dormant if it remains inactive for 3 months. If an account becomes dormant, the customer will not be able to use it for transactions. To reactivate a dormant account, the customer needs to visit the mother branch and fill out a form named ""dormant account reactivation"", which will then be processed by the bank within 2-3 days, along with applicable charges.",0.0974,0.378378375,0.160919537,0.324324321
839,What is the City Bank’s policy on account closure charges?,"The bank charges a fee for closing an account, and the customer must return unused cheque leaves.","I don't have information about City Bank's policy on account closure charges. The provided context appears to be from a different bank, as it mentions specific steps and documents related to lending procedures, not account closure.

If you're looking for the answer to this question, I recommend contacting City Bank's customer service or helpline number: 16234.",1.04E-231,0.212121208,0,0.212121208
840,What is the City Bank’s policy on loan disbursement?,Loans are disbursed after the Head Office approves the proposal and the customer signs the necessary documents.,"The question ""What is the City Bank’s policy on loan disbursement?"" cannot be answered based solely on the provided context. The context only provides information about City Bank's services and does not mention anything about their loan disbursement policy.

To answer this question, you would need to contact the bank directly using their helpline number 16234.",9.42E-232,0.066666663,0,0.066666663
841,What is the City Bank’s policy on customer feedback?,The bank encourages customer feedback to improve service quality and customer satisfaction.,"I don't have any information about City Bank's policy on customer feedback from the provided context. The text doesn't mention anything about how customers can provide feedback or what the bank does with it. If you need this information, I recommend contacting City Bank's helpline number: 16234.",3.09E-155,0.153846151,0.035714283,0.115384612
842,What is the City Bank’s policy on employee training?,The bank provides training to employees to enhance their skills and improve customer service.,"There is no information about City Bank's policy on employee training in the provided context. The text only mentions City Bank as a corporate bank with various business activities, but it does not mention anything about employee training or development. 

If you're looking for information about City Bank's employee training policy, I recommend contacting their helpline number (16234) to get more accurate and up-to-date information.",1.00E-231,0.179104474,0,0.149253728
843,What is the City Bank’s policy on ATM services?,City Bank has its own ATMs and also shares access to ATMs of other banks for customer convenience.,"I don't have information about City Bank's policy on ATM services in the provided context. If you need to know more, I suggest contacting City Bank's customer service at their helpline number: 16234.",1.00E-231,0.12765957,0,0.12765957
844,What is the City Bank’s policy on foreign currency accounts?,The bank allows eligible persons to open foreign currency accounts by submitting the required documents.,"I don't have any information about City Bank's policy on foreign currency accounts from the provided context. The provided text only talks about banking services such as cheque books, card services, and remittance. It does not mention anything about foreign currency accounts. 

To get more information about City Bank's policy on foreign currency accounts, I would suggest contacting their helpline number: 16234",9.95E-79,0.161290319,0.060606057,0.161290319
845,What is the City Bank’s policy on loan repayment?,"Customers must submit stock reports monthly, and loans are adjusted every 45 days.","I don't have the specific information about City Bank's policy on loan repayment from the provided context. Therefore, I recommend contacting City Bank's customer service or checking their official website for more detailed information regarding their loan repayment policies and procedures. You can reach them at their helpline number: 16234.",6.85E-232,0.037037033,0,0.037037033
846,What is the City Bank’s policy on customer confidentiality?,The bank maintains strict confidentiality of customer information and records.,"I don't have any information about City Bank's policy on customer confidentiality. To find out, I recommend contacting the bank's helpline number: 16234.",9.89E-232,0.187499996,0,0.062499996
847,What is the City Bank’s policy on customer complaints?,The bank has a dedicated team to handle customer complaints and ensure timely resolution.,"I don't have any information about City Bank's policy on customer complaints. If you'd like to know more, I can suggest contacting their customer service department directly at the provided helpline number: 16234.",9.04E-232,0.133333329,0.04444444,0.133333329
848,What is the City Bank’s policy on employee performance appraisal?,The bank conducts regular performance appraisals to evaluate employee performance and provide feedback.,"There is no information about City Bank's policy on employee performance appraisal in the provided context. The text only mentions that a study was conducted by analyzing customer and employee responses, as well as secondary data from various sources such as banking manuals, regulatory documents, and newspapers. It does not mention anything about employee performance appraisal. 

If you need to know more information about City Bank's policy on employee performance appraisal, I suggest contacting their helpline number: 16234.",2.65E-155,0.135135132,0.024999997,0.135135132
849,What is the City Bank’s policy on branch expansion?,The bank plans to expand its branch network to reach more customers and improve service accessibility.,"I don't have any information about City Bank's policy on branch expansion. If you need to know this information, I suggest contacting City Bank's customer service or checking their official website for more details. You can try calling their helpline number: 16234.",1.01E-231,0.150943392,0,0.113207543
850,What is the City Bank’s policy on customer loyalty?,The bank focuses on building long-term relationships with customers by offering personalized services.,"I don't have any information about City Bank's policy on customer loyalty from the provided context. Therefore, I recommend contacting the bank's helpline number: 16234.",8.15E-232,0.055555551,0,0.055555551
851,What is the City Bank’s policy on loan security?,The bank requires collateral for loans and conducts thorough inspections to ensure security.,"According to the provided context, the City Bank's policy on loan security involves the following steps:

1. The party applies for a loan and provides required documents such as photographs, trade license, description of collateral, and market value determination.
2. The branch sends a proposal to the Head Office with the letter of hypothecation and other necessary certificates.
3. The Head Office confirms the sanction with terms and conditions.
4. If agreed, the party signs on the duplicate copy.
5. A lawyer completes the documentation and gives a letter of satisfaction.

As for the specifics of what City Bank's policy is, I don't have enough information to provide a detailed answer. If you're looking for more specific details about their loan security policy, I would recommend contacting their helpline number: 16234.",7.62E-232,0.096153844,0,0.096153844
852,What is the City Bank’s policy on customer service training?,The bank provides training to customer service staff to enhance their skills and improve service quality.,"The provided context does not mention anything about City Bank's policy on customer service training. However, it does provide information about the various services offered by City Bank, such as card services and remittance.

If you're looking for information on customer service training, I would recommend contacting City Bank's helpline number: 16234.",3.11E-155,0.178571425,0.031746028,0.142857139
853,What is the City Bank’s policy on customer feedback collection?,The bank collects customer feedback through surveys and direct interactions to improve services.,"The provided context does not mention anything about City Bank's policy on customer feedback collection. It appears to be related to a loan process and bank operations, but there is no information about customer feedback or quality control measures in the given text.

To find out more about City Bank's policy on customer feedback collection, I would recommend contacting their helpline number: 16234",2.95E-155,0.184615381,0.029850743,0.12307692
854,What is the City Bank’s policy on employee motivation?,The bank offers various incentives and benefits to motivate employees and improve job satisfaction.,"The context does not explicitly mention City Bank's policy on employee motivation. However, it does mention that City Bank sets benchmarks for employees' attitude, behavior, readiness level, accuracy and timelines of service quality as part of its quality control measures. It can be inferred that this may be related to employee motivation, but the exact policy or approach is not specified.

If you need more information on City Bank's employee motivation policy, I suggest contacting their helpline number: 16234",8.04E-232,0.077922075,0,0.077922075
855,What is the City Bank’s policy on customer data protection?,The bank uses advanced security measures to protect customer data and ensure confidentiality.,"I don't have any information about City Bank's policy on customer data protection in the provided context. The document only discusses banking services, remittances, and other related topics, but does not mention data protection policies. If you're looking for this information, I recommend contacting City Bank's helpline number: 16234.",3.03E-155,0.140350874,0.034482755,0.140350874
856,What is the City Bank’s policy on loan interest rates?,The bank offers competitive interest rates on loans based on market conditions and customer profiles.,"I don't have any information about City Bank's policy on loan interest rates from the provided context. The text does not mention anything about loan interest rates. If you need this information, I suggest contacting the bank's helpline number: 16234.",3.36E-155,0.166666663,0.039215682,0.124999996
857,What is the City Bank’s policy on customer service hours?,"The bank operates during standard business hours, with extended hours for certain services like ATMs.","I don't have any information about City Bank's policy on customer service hours, as this detail is not mentioned in the provided context. To find out more about their customer service policies or hours of operation, I recommend contacting City Bank's helpline number: 16234.",8.41E-232,0.075471694,0,0.075471694
858,What is the City Bank’s policy on customer service quality?,The bank focuses on delivering high-quality services to ensure customer satisfaction and loyalty.,"The provided context does not explicitly mention City Bank's policy on customer service quality. However, it does mention that customers are set benchmarks for the bank's employees' attitude, behavior, readiness level, accuracy and timelines of service quality.

According to the provided context, if you would like to know more about this, I would suggest contacting the bank's helpline number: 16234",9.79E-232,0.158730155,0,0.158730155
859,What is the City Bank’s policy on employee recruitment?,The bank recruits skilled and experienced employees to maintain high service standards.,"I don't have any information about City Bank's policy on employee recruitment. The provided context only mentions the bank's services, such as loan facilities, card services, and remittance, but does not provide any details about their employment policies or recruitment processes. To get this information, I would recommend contacting City Bank's helpline number: 16234.",7.99E-232,0.067796607,0,0.067796607
860,What is the City Bank’s policy on customer service innovation?,The bank continuously innovates its services to meet customer needs and stay competitive.,I don't have information about City Bank's policy on customer service innovation. You can contact their helpline number at 16234 for more information.,8.32E-232,0.057142852,0,0.057142852
861,What is the City Bank’s policy on customer service training programs?,The bank offers regular training programs to customer service staff to enhance their skills and knowledge.,"The context provided does not mention anything about City Bank's policy on customer service training programs. The documents are related to a banking process, loan applications, and internal operations of the bank, but there is no information about customer service training programs. 

To find out more about City Bank's policy on customer service training programs, you can contact their helpline number: 16234.",3.09E-155,0.25396825,0.060606057,0.158730155
862,What is the City Bank’s policy on customer service feedback?,The bank encourages customers to provide feedback to improve service quality and address any issues.,"I don't have any information about City Bank's policy on customer service feedback. If you need this information, I suggest contacting the bank's helpline number: 16234.",9.59E-232,0.153846149,0,0.051282047
863,What is the City Bank’s policy on customer service improvement?,The bank regularly reviews customer feedback and implements changes to improve service quality.,"The context doesn't explicitly mention City Bank's policy on customer service improvement. However, it does mention that City Bank sets benchmarks for its employees' attitude, behavior, readiness level, accuracy, and timelines of service quality. This suggests that the bank has a system in place to evaluate and improve its employee performance, which could indirectly contribute to better customer service.",3.28E-155,0.253968251,0.028985504,0.253968251
864,What is the City Bank’s policy on customer service accessibility?,"The bank ensures that its services are accessible to all customers through multiple channels, including branches, ATMs, and online platforms.","The context does not mention anything about City Bank's policy on customer service accessibility. It only talks about the bank's services, such as deposit and loan facilities, remittance, and credit cards. If you're looking for information on customer service accessibility, I recommend contacting City Bank's helpline number: 16234",8.23E-232,0.065573766,0,0.065573766
865,What is the City Bank’s policy on customer service response time?,The bank aims to respond to customer inquiries and requests promptly to ensure a positive experience.,"I don't have any information about the City Bank's policy on customer service response time. The provided context only discusses documents related to loan procedures and Know Your Customer (KYC) forms, as well as a study on customer service quality. If you need information on customer service response times, I recommend contacting the bank's helpline number: 16234.",9.91E-232,0.166666663,0,0.166666663
866,What is the City Bank’s policy on customer service transparency?,"The bank maintains transparency in its services by providing clear information about fees, charges, and processes.","The provided context doesn't mention anything about City Bank's policy on customer service transparency. It does provide information about the types of cards and services offered by City Bank, as well as its remittance business and employee management structure.

However, to answer your question, I don't have any specific information about City Bank's policy on customer service transparency. If you're looking for more detailed information, I would recommend contacting City Bank directly through their helpline number: 16234.",2.77E-155,0.205128202,0.024096383,0.102564099
867,What is the City Bank’s policy on customer service consistency?,The bank ensures consistent service quality across all branches and channels to maintain customer trust.,"I don't have information about City Bank's specific policy on customer service consistency. If you need this information, I recommend contacting City Bank's customer service or calling their helpline number at 16234 for more details.",8.91E-232,0.088888884,0,0.04444444
868,What is the City Bank’s policy on customer service training for new employees?,New employees undergo comprehensive training to understand the bank’s services and customer service standards.,"I don't have any information about City Bank's policy on customer service training for new employees. If you're looking for this information, I recommend contacting City Bank's customer service or HR department directly. You can reach them at their helpline number: 16234.",3.05E-155,0.159999996,0.038461535,0.079999996
869,What is the City Bank’s policy on customer service for elderly customers?,The bank provides special assistance to elderly customers to ensure they receive the support they need.,"There is no mention of City Bank's policy on customer service for elderly customers in the provided context. The context only discusses general banking services, such as loan and remittance processes, types of bank cards, and customer satisfaction issues, but does not specifically address policies for elderly customers. To find this information, you would need to contact the bank directly via their helpline number: 16234.",2.91E-155,0.199999997,0.025974023,0.171428568
870,What is the City Bank’s policy on customer service for non-account holders?,"The bank offers basic services to non-account holders, such as remittance and currency exchange.","There is no mention of City Bank's policy on customer service for non-account holders in the provided context. The context only talks about the documentation process and services offered by the bank to its customers, particularly account holders. Therefore, I don't have an answer to your question. If you need more information, I suggest contacting City Bank's helpline number: 16234.",1.02E-231,0.181818178,0,0.121212118
871,What is the City Bank’s policy on customer service for corporate clients?,The bank provides dedicated relationship managers to corporate clients to ensure personalized service.,"I don't have information about the City Bank's policy on customer service for corporate clients. If you would like to know more, I suggest contacting the bank's helpline number: 16234.",9.26E-232,0.199999996,0.048780484,0.149999996
872,What is the City Bank’s policy on customer service for SME clients?,The bank offers tailored financial solutions and dedicated support to SME clients to help them grow their businesses.,"I don't have information about City Bank's specific policy on customer service for SME clients. However, I can suggest contacting their helpline number at 16234 for more information.",9.42E-232,0.142857138,0.045454541,0.142857138
873,What is the City Bank’s policy on customer service for international clients?,"The bank offers specialized services for international clients, including foreign currency accounts and remittance services.","I don't have any information about City Bank's policy on customer service for international clients. If you're looking for this information, I recommend contacting City Bank's customer service directly through their helpline number: 16234. They will be able to provide you with the most up-to-date and accurate information about their policies and services for international clients.",1.02E-78,0.140350873,0.062499997,0.105263154
874,What is the City Bank’s policy on customer service for high-net-worth individuals?,The bank provides personalized banking services and wealth management solutions for high-net-worth individuals.,"There is no mention of a specific policy for high-net-worth individuals in the provided context. The document does not discuss this topic at all. If you're looking for information on customer service for high-net-worth individuals, I recommend contacting City Bank's helpline number: 16234.",3.01E-155,0.150943393,0.075471695,0.150943393
875,What is the City Bank’s policy on customer service for students?,The bank offers special accounts and loan products designed for students to support their educational needs.,"There is no mention of a specific policy or arrangement related to student customer service in the provided context. The text only discusses general aspects of City Bank's services and operations, but does not specifically address students. To get more information on this topic, I would recommend contacting the bank directly using their helpline number: 16234.",9.96E-232,0.171428568,0,0.171428568
876,What is the City Bank’s policy on customer service for women entrepreneurs?,The bank offers specialized financial products and support for women entrepreneurs to help them succeed in business.,"The context does not explicitly mention a specific policy on customer service for women entrepreneurs at City Bank. However, it does mention that City Bank introduces ""City Nokshi – an exclusive SME financial facility for women entrepreneur.""",1.48E-78,0.204081628,0.078431368,0.204081628
877,What is the City Bank’s policy on customer service for rural customers?,The bank has branches and service centers in rural areas to provide accessible banking services to rural customers.,"There is no information about City Bank's policy on customer service for rural customers in the provided context. The context only discusses banking procedures, documents required for loans and cheques, card services, and remittances.",1.18E-231,0.297872336,0.039999996,0.212765953
878,What is the City Bank’s policy on customer service for urban customers?,"The bank offers a wide range of services in urban areas, including digital banking and ATMs, to meet the needs of urban customers.","I don't have any information about City Bank's policy on customer service for urban customers from the given context. Therefore, I recommend contacting the bank's helpline number (16234) to get more information about their policies and services.",1.04E-231,0.222222217,0.035087715,0.111111106
879,What is the City Bank’s policy on customer service for expatriates?,"The bank offers specialized services for expatriates, including foreign currency accounts and remittance services.","I don't have any information about City Bank's policy on customer service for expatriates. The provided context only talks about banking procedures, loan documentation, and other banking-related topics, but does not mention anything about customer service for expatriates. If you need to know this information, I suggest contacting City Bank's helpline number: 16234.",8.89E-232,0.105263154,0,0.105263154
880,What is the City Bank’s policy on customer service for small businesses?,The bank provides tailored financial solutions and dedicated support to small businesses to help them grow.,"I don't have information about City Bank's policy on customer service for small businesses. If you would like to know more, I suggest contacting City Bank at their helpline number: 16234.",9.18E-232,0.136363632,0.04444444,0.136363632
881,What is the City Bank’s policy on customer service for large corporations?,The bank offers customized financial solutions and dedicated relationship managers to large corporations.,"I don't have any information about City Bank's policy on customer service for large corporations. The provided context only mentions City Bank's general policies and services, but does not specifically address corporate customer service.

If you're looking for information on this topic, I recommend contacting the bank directly through their helpline number: 16234.",3.08E-155,0.17241379,0.032258061,0.17241379
882,What is the City Bank’s policy on customer service for startups?,The bank provides financial support and advisory services to startups to help them establish and grow their businesses.,"There is no mention of City Bank's policy on customer service for startups in the provided context. The text only discusses the general aspects of customer service, banking operations, and remittance services offered by City Bank Ltd. 

If you are looking for information on customer service for startups, I would recommend contacting City Bank's helpline number: 16234.",9.38E-232,0.129032254,0,0.129032254
883,What is the City Bank’s policy on customer service for non-resident Bangladeshis?,"The bank offers specialized services for non-resident Bangladeshis, including remittance and investment options.","I don't have any information about City Bank's policy on customer service specifically for non-resident Bangladeshis. If you'd like to know more, I suggest contacting City Bank's customer service through their helpline number: 16234.",3.07E-155,0.095238091,0.046511624,0.095238091
884,What is the City Bank’s policy on customer service for low-income customers?,The bank offers basic banking services and low-cost products to meet the needs of low-income customers.,"There is no information provided in the context about City Bank's policy on customer service for low-income customers. The text only discusses various banking services and products offered by City Bank, but does not mention anything specifically related to customer service for low-income customers. If you need more information, I suggest contacting City Bank through their helpline number 16234.",1.32E-78,0.264705879,0.086956518,0.264705879
885,What is the City Bank’s policy on customer service for high-income customers?,The bank provides premium banking services and wealth management solutions for high-income customers.,"There is no mention of a specific policy on customer service for high-income customers in the provided context. The text only discusses City Bank's corporate banking services and its focus on building long-term relationships with clients, but it does not provide any information about policies or treatment of high-income customers specifically.",1.34E-78,0.23333333,0.131147538,0.23333333
886,What is the City Bank’s policy on customer service for first-time account holders?,The bank offers guidance and support to first-time account holders to help them understand and use banking services.,"I don't have information on the City Bank's specific policy on customer service for first-time account holders. However, based on the provided context, I can tell you that the process for opening an account involves filling up a specimen signature card and submitting the relevant application form.

If you're looking for more detailed information or specific guidance on this topic, I recommend contacting City Bank's customer service department directly through their helpline number: 16234.",2.46E-155,0.136986298,0.045977008,0.136986298
887,What is the City Bank’s policy on customer service for long-term customers?,The bank rewards long-term customers with loyalty programs and personalized services.,"I don't have information about City Bank's specific policy on customer service for long-term customers. However, I can suggest that you contact their customer service department directly by calling the helpline number: 16234. They should be able to provide you with more detailed and up-to-date information regarding their policies and procedures.",8.97E-232,0.145454542,0.033898302,0.145454542
888,What is the City Bank’s policy on customer service for customers with disabilities?,The bank provides special assistance and accessible services for customers with disabilities.,"There is no information about City Bank's policy on customer service for customers with disabilities in the provided context. The text only mentions general types of cards and services offered by City Bank, such as ATM cards, debit cards, and credit cards, but does not mention anything related to customer service for customers with disabilities. If you need this information, I suggest contacting City Bank's helpline number: 16234",0.0383,0.20588235,0.083333331,0.20588235
889,What is the City Bank’s policy on customer service for customers with limited English proficiency?,The bank offers multilingual support to assist customers with limited English proficiency.,"I don't have any information about City Bank's policy on customer service for customers with limited English proficiency. If you'd like to know more, I suggest contacting their helpline number: 16234.",0.1175,0.285714282,0.195121947,0.285714282
890,What is the City Bank’s policy on customer service for customers with financial difficulties?,The bank provides financial counseling and support to customers facing financial difficulties.,"The context provided does not mention anything about City Bank's policy on customer service for customers with financial difficulties. It only discusses the types of cards and services offered by City Bank, such as ATM cards, debit cards, credit cards, and remittance services.

Therefore, I do not have an answer to your question. If you would like to know more information, I suggest contacting City Bank's helpline number: 16234.",2.82E-155,0.171428569,0.025641023,0.171428569
891,What is the City Bank’s policy on customer service for customers with complaints?,The bank has a dedicated team to handle customer complaints and ensure timely resolution.,"I don't have information on City Bank's specific policy on handling customer complaints. However, I can suggest contacting their customer service department or helpline number (16234) for more information on how to address any issues or concerns you may have. They should be able to provide you with the most up-to-date and accurate information on their policies and procedures.",8.65E-232,0.13333333,0.028985504,0.13333333
892,What is the City Bank’s policy on customer service for customers with special needs?,The bank offers personalized services and support to customers with special needs.,"There is no mention of a specific policy on customer service for customers with special needs in the provided context. The document only discusses various banking-related topics such as loans, cheque books, card services, remittances, and chapter structures without any information about customer service for customers with special needs. If you need more information, you can contact City Bank's helpline number: 16234.",0.0405,0.181818179,0.090909088,0.181818179
893,What is the City Bank’s policy on customer service for customers with urgent requests?,The bank prioritizes urgent requests to ensure quick resolution and customer satisfaction.,"I don't have any information about the City Bank's policy on customer service for customers with urgent requests. This information is not present in the provided context. 

If you need this information, I recommend contacting the City Bank directly through their helpline number: 16234.",8.41E-232,0.117647055,0.037735846,0.078431369
894,What is the City Bank’s policy on customer service for customers with complex financial needs?,The bank provides specialized financial solutions and advisory services to customers with complex financial needs.,"I don't have any information about City Bank's policy on customer service for customers with complex financial needs. The provided context only mentions the types of cards and remittance services offered by City Bank, but does not provide any details on their policy for customers with specific financial requirements.

If you're looking for information on this topic, I recommend contacting City Bank's helpline number: 16234.",0.0604,0.246153843,0.106666664,0.246153843
895,What is the City Bank’s policy on customer service for customers with multiple accounts?,The bank offers consolidated services and personalized support to customers with multiple accounts.,"The provided text doesn't mention anything about City Bank's policy on customer service for customers with multiple accounts. It only talks about the types of cards and remittance services offered by the bank, as well as its corporate strategy and employee performance metrics.

If you're looking for information on customer service, I'd recommend contacting City Bank's helpline number: 16234.",0.0443,0.222222219,0.088235291,0.222222219
896,What is the City Bank’s policy on customer service for customers with joint accounts?,The bank provides joint account holders with equal access and support for their banking needs.,"There is no mention of customer service for customers with joint accounts in the provided context. The context only provides information about different types of accounts offered by City Bank, such as current account, savings account, and loan facilities, but does not specifically address customer service for joint account holders. 

If you need more information on this topic, I suggest contacting City Bank's helpline number: 16234.",3.00E-155,0.225352109,0.051948049,0.169014081
897,What is the City Bank’s policy on customer service for customers with business accounts?,The bank offers tailored financial solutions and dedicated support to customers with business accounts.,"The context provided does not mention anything about a specific policy for customers with business accounts. The information available is related to general customer service processes, such as processing payments, dealing with enquiries, and promoting financial products, but it doesn't specify any distinct policies for business accounts.

If you need more detailed information regarding your business account or other queries, I would suggest contacting the City Bank's helpline number: 16234.",0.0384,0.207792205,0.074074071,0.155844153
898,What is the City Bank’s policy on customer service for customers with personal accounts?,The bank provides personalized services and support to customers with personal accounts.,"There is no mention of a policy on customer service specifically for customers with personal accounts in the provided context. The text mentions different types of cards offered by City Bank, such as ATM cards, debit cards, and credit cards, but does not provide information on their policies regarding customer service for personal account holders. To find this information, you would need to contact City Bank's helpline number: 16234.",9.60E-79,0.194444442,0.076923075,0.194444442
899,What is the City Bank’s policy on customer service for customers with savings accounts?,The bank offers competitive interest rates and personalized support to customers with savings accounts.,"There is no mention of City Bank's policy on customer service for customers with savings accounts in the provided context. The text only discusses banking procedures, collateral requirements, and types of cards offered by City Bank, but it does not provide information about their policy on customer service for savings account holders. To find out this information, you would need to contact City Bank directly through their helpline number: 16234.",9.50E-79,0.189189186,0.076923074,0.189189186
900,What is the City Bank’s policy on customer service for customers with current accounts?,The bank provides flexible banking services and dedicated support to customers with current accounts.,"I don't have any information about City Bank's policy on customer service specifically for customers with current accounts. The provided context appears to be related to loan and banking processes, but it does not mention anything about customer service policies. 

If you need more information, I suggest contacting the bank through their helpline number: 16234.",0.0507,0.281249997,0.090909088,0.218749997
901,What is the City Bank’s policy on customer service for customers with fixed deposit accounts?,The bank offers attractive interest rates and personalized support to customers with fixed deposit accounts.,"There is no mention of a policy on customer service specifically for customers with fixed deposit accounts in the provided context. The text only mentions City Bank's policies and services related to cheque books, cards (ATM, debit, credit), and remittances, but not specifically fixed deposit accounts or their customer service.",0.0525,0.275862065,0.13333333,0.275862065
902,What is the City Bank’s policy on customer service for customers with loan accounts?,The bank provides flexible repayment options and dedicated support to customers with loan accounts.,"There is no mention of a loan account in the provided context. The text only talks about bank accounts, nominee changes, cheque books, card services (ATM cards, debit cards, and credit cards), and remittances. It does not mention anything about customer service for customers with loan accounts.",0.056,0.249999996,0.101694912,0.249999996
903,What is the City Bank’s policy on customer service for customers with credit card accounts?,The bank offers competitive credit card benefits and personalized support to customers with credit card accounts.,"There is no mention of City Bank's policy on customer service specifically for customers with credit card accounts in the provided context. The document only discusses different types of cards and remittances, but does not provide information on customer service policies for credit card account holders. 

To get this information, I would recommend contacting City Bank's helpline number: 16234.",0.0492,0.218749997,0.117647056,0.218749997
904,What is the City Bank’s policy on customer service for customers with debit card accounts?,The bank provides secure and convenient debit card services with dedicated support to customers.,"The provided context does not mention anything about City Bank's policy on customer service for customers with debit card accounts. The given information appears to be related to loan documents and banking procedures, but it does not cover customer service policies.

If you're looking for the bank's policy on customer service for debit card accounts, I would recommend contacting the bank's helpline number: 16234",2.93E-155,0.225806448,0.029411762,0.129032255
905,What is the City Bank’s policy on customer service for customers with online banking accounts?,The bank offers secure and user-friendly online banking services with dedicated support to customers.,"I don't have any information about City Bank's policy on customer service for customers with online banking accounts. The provided context only mentions general policies and procedures related to loans, cheque books, card services, and remittances, but does not mention anything specifically about online banking.

If you need more information about this topic, I suggest contacting the bank directly through their helpline number 16234.",3.04E-155,0.22535211,0.027027024,0.140845067
906,What is the City Bank’s policy on customer service for customers with mobile banking accounts?,The bank provides convenient and secure mobile banking services with dedicated support to customers.,"There is no information about City Bank's policy on customer service for customers with mobile banking accounts in the provided context. The documents provided only discuss various bank services, loan processes, and corporate banking practices, but do not mention anything about mobile banking or customer service policies related to it. 

If you need information on this topic, I suggest contacting City Bank directly through their helpline number: 16234.",2.95E-155,0.222222219,0.025641023,0.166666664
